subject_1_code,subject_1_name,subject_2_code,subject_2_name,similarity_score
97409,Francophone Cultures of Consumption,97403,French Language and Culture 3,0.8870995946869468
97409,Francophone Cultures of Consumption,97401,French Language and Culture 1,0.8870995946869468
99200,Intercultural Communication,99218,Intercultural Communication,0.8850443219835367
97409,Francophone Cultures of Consumption,97405,French Language and Culture 5,0.8820712543260054
97409,Francophone Cultures of Consumption,97402,French Language and Culture 2,0.8816748343495838
SMJ09034,International Studies,SMJ09036,Specialist Country Studies,0.8811158323355979
97102,Chinese Language and Culture 2,97114,Developing Chinese Reading and Writing Skills 1,0.8769253533700617
97510,Diaspora of the Hispanic Imagination,97509,Innocence and Experience in Hispanophone Societies,0.8744139751118878
97101,Chinese Language and Culture 1,97115,Developing Chinese Reading and Writing Skills 2,0.8712151432433364
97105,Chinese Language and Culture 5,97114,Developing Chinese Reading and Writing Skills 1,0.8706419008352282
40002,Architecting on AWS,42049,Architecting on Amazon Web Services,0.8689025223345109
97104,Chinese Language and Culture 4,97114,Developing Chinese Reading and Writing Skills 1,0.8679902406324168
97106,Chinese Language and Culture 6,97114,Developing Chinese Reading and Writing Skills 1,0.8652996878756275
97103,Chinese Language and Culture 3,97114,Developing Chinese Reading and Writing Skills 1,0.8635384576225893
97601,German Language and Culture 1,97604,German Language and Culture 4,0.8612006805399113
97502,Spanish Language and Culture 2,97504,Spanish Language and Culture 4,0.8592117676580927
97501,Spanish Language and Culture 1,97504,Spanish Language and Culture 4,0.8592117676580927
97504,Spanish Language and Culture 4,97505,Spanish Language and Culture 5,0.8582884195746205
97501,Spanish Language and Culture 1,97503,Spanish Language and Culture 3,0.8562305319997418
97502,Spanish Language and Culture 2,97503,Spanish Language and Culture 3,0.8562305319997418
977917,In-country Contemporary Society Study,97901,International Internship,0.8561757216075514
97504,Spanish Language and Culture 4,97506,Spanish Language and Culture 6,0.8506282608257786
97503,Spanish Language and Culture 3,97505,Spanish Language and Culture 5,0.849969543589231
97101,Chinese Language and Culture 1,97114,Developing Chinese Reading and Writing Skills 1,0.8487167748300106
97503,Spanish Language and Culture 3,97506,Spanish Language and Culture 6,0.8476768076466783
31250,Introduction to Data Analytics,32130,Fundamentals of Data Analytics,0.8439299157862648
97601,German Language and Culture 1,97605,German Today,0.8414461401101583
97601,German Language and Culture 1,97602,German Language and Culture 2,0.8402750904177188
97209,Japanese Media and Current Issues,97210,Transcultural Communication in Japanese,0.8353510323570231
97602,German Language and Culture 2,97604,German Language and Culture 4,0.8318226664387968
97604,German Language and Culture 4,97605,German Today,0.8190802082546897
97810,Italian Language and Culture 10,97809,Italian Language and Culture 9,0.816556459546904
97606,German Literature,97605,German Today,0.8158271932070914
97401,French Language and Culture 1,97502,Spanish Language and Culture 2,0.8154428649234111
97401,French Language and Culture 1,97501,Spanish Language and Culture 1,0.8154428649234111
97603,German Language and Culture 3,97604,German Language and Culture 4,0.8115969294478279
97402,French Language and Culture 2,97502,Spanish Language and Culture 2,0.8104562973074231
97402,French Language and Culture 2,97501,Spanish Language and Culture 1,0.8104562973074231
97602,German Language and Culture 2,97605,German Today,0.8097877285438898
97403,French Language and Culture 3,97502,Spanish Language and Culture 2,0.8069657788499738
97403,French Language and Culture 3,97501,Spanish Language and Culture 1,0.8069657788499738
97404,French Language and Culture 4,97501,Spanish Language and Culture 1,0.7996179184024902
97404,French Language and Culture 4,97502,Spanish Language and Culture 2,0.7996179184024902
97607,German Film,97606,German Literature,0.7992914469369661
97601,German Language and Culture 1,97603,German Language and Culture 3,0.7991772199486423
97607,German Film,97605,German Today,0.7989122620528488
97406,French Language and Culture 6,97501,Spanish Language and Culture 1,0.7838154683207053
97406,French Language and Culture 6,97502,Spanish Language and Culture 2,0.7838154683207053
97405,French Language and Culture 5,97501,Spanish Language and Culture 1,0.7823274551714597
97405,French Language and Culture 5,97502,Spanish Language and Culture 2,0.7823274551714597
97207,Japanese Films and Popular Culture,97208,Japanese Language and Identity,0.7800668821393851
97603,German Language and Culture 3,97605,German Today,0.7800462023998606
97401,French Language and Culture 1,97601,German Language and Culture 1,0.7798280279095429
97405,French Language and Culture 5,97505,Spanish Language and Culture 5,0.7762423119128367
97402,French Language and Culture 2,97601,German Language and Culture 1,0.7750592508961107
97601,German Language and Culture 1,97502,Spanish Language and Culture 2,0.7728767537338697
97601,German Language and Culture 1,97501,Spanish Language and Culture 1,0.7728767537338697
97403,French Language and Culture 3,97601,German Language and Culture 1,0.7711100614678327
97404,French Language and Culture 4,97505,Spanish Language and Culture 5,0.7687790630324568
97405,French Language and Culture 5,97506,Spanish Language and Culture 6,0.7679169060702006
97810,Italian Language and Culture 10,CBK90493,Italian Language and Culture,0.7678538932334017
97810,Italian Language and Culture 10,CBK90500,Italian Language and Culture,0.7678538932334017
97606,German Literature,97608,German Popular Music,0.7672269710888422
97406,French Language and Culture 6,97505,Spanish Language and Culture 5,0.7668244044658654
97404,French Language and Culture 4,97506,Spanish Language and Culture 6,0.7667053329759045
97401,French Language and Culture 1,97505,Spanish Language and Culture 5,0.7665781601425097
97403,French Language and Culture 3,97505,Spanish Language and Culture 5,0.7665781601425097
97403,French Language and Culture 3,97506,Spanish Language and Culture 6,0.764510366874163
97401,French Language and Culture 1,97506,Spanish Language and Culture 6,0.764510366874163
97404,French Language and Culture 4,97601,German Language and Culture 1,0.76320647676743
97402,French Language and Culture 2,97505,Spanish Language and Culture 5,0.7618904082558731
97402,French Language and Culture 2,97506,Spanish Language and Culture 6,0.7598352598844167
97401,French Language and Culture 1,97801,Italian Language and Culture 1,0.7590904520700557
97406,French Language and Culture 6,97506,Spanish Language and Culture 6,0.7585125501913451
97402,French Language and Culture 2,97801,Italian Language and Culture 1,0.7544484887532834
97801,Italian Language and Culture 1,97502,Spanish Language and Culture 2,0.7523240296440505
97801,Italian Language and Culture 1,97501,Spanish Language and Culture 1,0.7523240296440505
97403,French Language and Culture 3,97801,Italian Language and Culture 1,0.750455395376725
97608,German Popular Music,97605,German Today,0.7483342730026443
97406,French Language and Culture 6,97601,German Language and Culture 1,0.7475868697006698
97405,French Language and Culture 5,97601,German Language and Culture 1,0.7461676337487405
97403,French Language and Culture 3,97201,Japanese Language and Culture 1,0.7450636934442348
97401,French Language and Culture 1,97201,Japanese Language and Culture 1,0.7450636934442348
97404,French Language and Culture 4,97801,Italian Language and Culture 1,0.7425483588928278
41040,Introduction to Artificial Intelligence,42172,Introduction to Artificial Intelligence,0.7422814018630556
97404,French Language and Culture 4,97201,Japanese Language and Culture 1,0.7413740861446974
97402,French Language and Culture 2,97201,Japanese Language and Culture 1,0.7405075060699955
97111,Chinese Festivals and Ceremonies,97105,Chinese Language and Culture 5,0.7391579223032848
97201,Japanese Language and Culture 1,97502,Spanish Language and Culture 2,0.7384223035145168
97201,Japanese Language and Culture 1,97501,Spanish Language and Culture 1,0.7384223035145168
41004,AI/Analytics Capstone Project,42174,Artificial Intelligence Studio,0.7377608158653605
97111,Chinese Festivals and Ceremonies,97102,Chinese Language and Culture 2,0.7369429234036908
97111,Chinese Festivals and Ceremonies,97104,Chinese Language and Culture 4,0.7369067147238145
97604,German Language and Culture 4,97606,German Literature,0.736117467235089
97111,Chinese Festivals and Ceremonies,97106,Chinese Language and Culture 6,0.7346224881277272
41025,Introduction to Software Development,32555,Fundamentals of Software Development,0.7335600735998683
97111,Chinese Festivals and Ceremonies,97103,Chinese Language and Culture 3,0.7331272381365598
97601,German Language and Culture 1,97606,German Literature,0.7328655371973076
97102,Chinese Language and Culture 2,97402,French Language and Culture 2,0.7318963310214157
97607,German Film,97601,German Language and Culture 1,0.730887858194373
97207,Japanese Films and Popular Culture,97210,Transcultural Communication in Japanese,0.7301430618014195
97406,French Language and Culture 6,97201,Japanese Language and Culture 1,0.7299757703855693
97607,German Film,97608,German Popular Music,0.7294692828406056
97409,Francophone Cultures of Consumption,97502,Spanish Language and Culture 2,0.728726189328358
97409,Francophone Cultures of Consumption,97501,Spanish Language and Culture 1,0.728726189328358
97405,French Language and Culture 5,97201,Japanese Language and Culture 1,0.7285899677459611
97401,French Language and Culture 1,97802,Italian Language and Culture 2,0.7277520767268825
97403,French Language and Culture 3,97802,Italian Language and Culture 2,0.7277520767268825
97403,French Language and Culture 3,97803,Italian Language and Culture 3,0.7272570682808814
97406,French Language and Culture 6,97801,Italian Language and Culture 1,0.7272204845379454
97404,French Language and Culture 4,97802,Italian Language and Culture 2,0.7259339539859696
97406,French Language and Culture 6,97804,Italian Language and Culture 4,0.7259092468922139
97405,French Language and Culture 5,97801,Italian Language and Culture 1,0.7258399125957863
97404,French Language and Culture 4,97803,Italian Language and Culture 3,0.7254401822057805
97105,Chinese Language and Culture 5,97404,French Language and Culture 4,0.7253789664322622
97607,German Film,97604,German Language and Culture 4,0.725039202722344
97102,Chinese Language and Culture 2,97403,French Language and Culture 3,0.7248103947118396
97102,Chinese Language and Culture 2,97401,French Language and Culture 1,0.7248103947118396
97601,German Language and Culture 1,97505,Spanish Language and Culture 5,0.724628951992279
97405,French Language and Culture 5,97804,Italian Language and Culture 4,0.7245311642334874
97106,Chinese Language and Culture 6,97505,Spanish Language and Culture 5,0.7239861416473252
97404,French Language and Culture 4,97804,Italian Language and Culture 4,0.7237241311891232
97105,Chinese Language and Culture 5,97401,French Language and Culture 1,0.7233869967233831
97105,Chinese Language and Culture 5,97403,French Language and Culture 3,0.7233869967233831
97402,French Language and Culture 2,97802,Italian Language and Culture 2,0.7233017527442013
97104,Chinese Language and Culture 4,97404,French Language and Culture 4,0.723169724566693
97601,German Language and Culture 1,97506,Spanish Language and Culture 6,0.7226743139046236
97106,Chinese Language and Culture 6,97506,Spanish Language and Culture 6,0.722033237497542
97403,French Language and Culture 3,97804,Italian Language and Culture 4,0.7218852278174014
97401,French Language and Culture 1,97804,Italian Language and Culture 4,0.7218852278174014
97105,Chinese Language and Culture 5,97405,French Language and Culture 5,0.721594687265171
97802,Italian Language and Culture 2,97501,Spanish Language and Culture 1,0.7212650000430583
97802,Italian Language and Culture 2,97502,Spanish Language and Culture 2,0.7212650000430583
97104,Chinese Language and Culture 4,97401,French Language and Culture 1,0.7211838216767869
97104,Chinese Language and Culture 4,97403,French Language and Culture 3,0.7211838216767869
97102,Chinese Language and Culture 2,97404,French Language and Culture 4,0.7210904688264996
97106,Chinese Language and Culture 6,97404,French Language and Culture 4,0.7209280792059777
97602,German Language and Culture 2,97606,German Literature,0.7207083276426478
97103,Chinese Language and Culture 3,97404,French Language and Culture 4,0.7194607028031507
97104,Chinese Language and Culture 4,97405,French Language and Culture 5,0.7193969709446664
97105,Chinese Language and Culture 5,97402,French Language and Culture 2,0.7189633659248896
97106,Chinese Language and Culture 6,97401,French Language and Culture 1,0.7189483321185731
97106,Chinese Language and Culture 6,97403,French Language and Culture 3,0.7189483321185731
97401,French Language and Culture 1,97803,Italian Language and Culture 3,0.7187047468259805
97102,Chinese Language and Culture 2,97502,Spanish Language and Culture 2,0.7183495397557471
97102,Chinese Language and Culture 2,97501,Spanish Language and Culture 1,0.7183495397557471
97111,Chinese Festivals and Ceremonies,97101,Chinese Language and Culture 1,0.7182044979269187
97105,Chinese Language and Culture 5,97406,French Language and Culture 6,0.7176277847815503
97103,Chinese Language and Culture 3,97403,French Language and Culture 3,0.7174849852912937
97103,Chinese Language and Culture 3,97401,French Language and Culture 1,0.7174849852912937
97402,French Language and Culture 2,97804,Italian Language and Culture 4,0.7174707805834648
97106,Chinese Language and Culture 6,97405,French Language and Culture 5,0.7171670201770275
97105,Chinese Language and Culture 5,97502,Spanish Language and Culture 2,0.71693882973095
97105,Chinese Language and Culture 5,97501,Spanish Language and Culture 1,0.71693882973095
97104,Chinese Language and Culture 4,97402,French Language and Culture 2,0.7167736636570868
97409,Francophone Cultures of Consumption,97506,Spanish Language and Culture 6,0.7164847764974506
97601,German Language and Culture 1,97801,Italian Language and Culture 1,0.7162211774865704
97111,Chinese Festivals and Ceremonies,97115,Developing Chinese Reading and Writing Skills 2,0.7160574923995372
97405,French Language and Culture 5,97206,Japanese Language and Culture 6,0.7159341625029062
97804,Italian Language and Culture 4,97501,Spanish Language and Culture 1,0.7154504473756446
97804,Italian Language and Culture 4,97502,Spanish Language and Culture 2,0.7154504473756446
97104,Chinese Language and Culture 4,97406,French Language and Culture 6,0.7154421502106534
97406,French Language and Culture 6,97803,Italian Language and Culture 3,0.7153806336603553
97207,Japanese Films and Popular Culture,97209,Japanese Media and Current Issues,0.7147592918392265
97104,Chinese Language and Culture 4,97502,Spanish Language and Culture 2,0.7147552934678513
97104,Chinese Language and Culture 4,97501,Spanish Language and Culture 1,0.7147552934678513
97106,Chinese Language and Culture 6,97402,French Language and Culture 2,0.7145518444862384
97402,French Language and Culture 2,97803,Italian Language and Culture 3,0.7143097487578863
97405,French Language and Culture 5,97803,Italian Language and Culture 3,0.7140225387609479
97404,French Language and Culture 4,97206,Japanese Language and Culture 6,0.7138468120898619
97106,Chinese Language and Culture 6,97406,French Language and Culture 6,0.7132244583986229
97103,Chinese Language and Culture 3,97402,French Language and Culture 2,0.7130974462661681
97106,Chinese Language and Culture 6,97501,Spanish Language and Culture 1,0.712539730740016
97106,Chinese Language and Culture 6,97502,Spanish Language and Culture 2,0.712539730740016
97803,Italian Language and Culture 3,97502,Spanish Language and Culture 2,0.7122983167314675
97803,Italian Language and Culture 3,97501,Spanish Language and Culture 1,0.7122983167314675
97401,French Language and Culture 1,97206,Japanese Language and Culture 6,0.7120069231709744
97403,French Language and Culture 3,97206,Japanese Language and Culture 6,0.7120069231709744
97109,Communicating About Chinese Media,97112,Language in Chinese Screen Studies,0.7119848614526927
97103,Chinese Language and Culture 3,97406,French Language and Culture 6,0.7117727619390729
97607,German Film,97602,German Language and Culture 2,0.7114622359569892
97103,Chinese Language and Culture 3,97501,Spanish Language and Culture 1,0.7110894279745621
97103,Chinese Language and Culture 3,97502,Spanish Language and Culture 2,0.7110894279745621
97603,German Language and Culture 3,97606,German Literature,0.7108966777718286
97103,Chinese Language and Culture 3,97405,French Language and Culture 5,0.710421516305569
97102,Chinese Language and Culture 2,97406,French Language and Culture 6,0.7099472456036233
97102,Chinese Language and Culture 2,97405,French Language and Culture 5,0.7085994655719378
97601,German Language and Culture 1,97201,Japanese Language and Culture 1,0.7085820189378813
97101,Chinese Language and Culture 1,97401,French Language and Culture 1,0.7083336165230387
97101,Chinese Language and Culture 1,97403,French Language and Culture 3,0.7083336165230387
97111,Chinese Festivals and Ceremonies,97114,Developing Chinese Reading and Writing Skills 1,0.7078555980823503
97402,French Language and Culture 2,97206,Japanese Language and Culture 6,0.7076528833992529
97201,Japanese Language and Culture 1,97505,Spanish Language and Culture 5,0.7075586783460305
97113,Chinese Culture and Heritage,97104,Chinese Language and Culture 4,0.7071679144027759
97409,Francophone Cultures of Consumption,97505,Spanish Language and Culture 5,0.7070373763021283
97406,French Language and Culture 6,97206,Japanese Language and Culture 6,0.7062188595749078
97206,Japanese Language and Culture 6,97505,Spanish Language and Culture 5,0.7060050574320206
97406,French Language and Culture 6,97802,Italian Language and Culture 2,0.705996495609732
97105,Chinese Language and Culture 5,97505,Spanish Language and Culture 5,0.705940752108201
97113,Chinese Culture and Heritage,97105,Chinese Language and Culture 5,0.705895759625271
97206,Japanese Language and Culture 6,97502,Spanish Language and Culture 2,0.7056601965071402
97206,Japanese Language and Culture 6,97501,Spanish Language and Culture 1,0.7056601965071402
97201,Japanese Language and Culture 1,97506,Spanish Language and Culture 6,0.7056500861787645
97801,Italian Language and Culture 1,97505,Spanish Language and Culture 5,0.7048880055759184
97101,Chinese Language and Culture 1,97404,French Language and Culture 4,0.7047884289835935
97405,French Language and Culture 5,97802,Italian Language and Culture 2,0.7046562157718763
97206,Japanese Language and Culture 6,97506,Spanish Language and Culture 6,0.704100656053163
97105,Chinese Language and Culture 5,97506,Spanish Language and Culture 6,0.7040365241886484
97101,Chinese Language and Culture 1,97402,French Language and Culture 2,0.704002039627335
97104,Chinese Language and Culture 4,97505,Spanish Language and Culture 5,0.7037907120100696
97401,French Language and Culture 1,97204,Japanese Language and Culture 4,0.7031475036371226
97403,French Language and Culture 3,97204,Japanese Language and Culture 4,0.7031475036371226
97801,Italian Language and Culture 1,97506,Spanish Language and Culture 6,0.7029866173696616
97113,Chinese Culture and Heritage,97102,Chinese Language and Culture 2,0.7023116662779835
97101,Chinese Language and Culture 1,97502,Spanish Language and Culture 2,0.7020196331830255
97101,Chinese Language and Culture 1,97501,Spanish Language and Culture 1,0.7020196331830255
97104,Chinese Language and Culture 4,97506,Spanish Language and Culture 6,0.7018922836797484
97113,Chinese Culture and Heritage,97106,Chinese Language and Culture 6,0.7015644203322962
97804,Italian Language and Culture 4,97505,Spanish Language and Culture 5,0.7003276526855714
97113,Chinese Culture and Heritage,97103,Chinese Language and Culture 3,0.7001364567043672
97102,Chinese Language and Culture 2,97201,Japanese Language and Culture 1,0.6998893651625906
97402,French Language and Culture 2,97204,Japanese Language and Culture 4,0.6988476406770989
97607,German Film,97603,German Language and Culture 3,0.6983529953274896
97404,French Language and Culture 4,97204,Japanese Language and Culture 4,0.698028582070473
97401,French Language and Culture 1,97202,Japanese Language and Culture 2,0.6979486859937665
97403,French Language and Culture 3,97202,Japanese Language and Culture 2,0.6979486859937665
97105,Chinese Language and Culture 5,97201,Japanese Language and Culture 1,0.6974336720627913
97204,Japanese Language and Culture 4,97501,Spanish Language and Culture 1,0.696879748556782
97204,Japanese Language and Culture 4,97502,Spanish Language and Culture 2,0.696879748556782
97404,French Language and Culture 4,97202,Japanese Language and Culture 2,0.6962600637987019
97104,Chinese Language and Culture 4,97201,Japanese Language and Culture 1,0.6953095414523358
97101,Chinese Language and Culture 1,97406,French Language and Culture 6,0.6939363193953649
97402,French Language and Culture 2,97202,Japanese Language and Culture 2,0.6936806146611113
97409,Francophone Cultures of Consumption,97601,German Language and Culture 1,0.6932731933513232
97106,Chinese Language and Culture 6,97201,Japanese Language and Culture 1,0.6931542556944995
97101,Chinese Language and Culture 1,97405,French Language and Culture 5,0.6926189348709021
97507,Human Rights in Hispanophone Societies,97508,US Latin American Relations,0.6921573618373792
97804,Italian Language and Culture 4,97506,Spanish Language and Culture 6,0.6921309885914954
97103,Chinese Language and Culture 3,97201,Japanese Language and Culture 1,0.6917434101085626
97202,Japanese Language and Culture 2,97501,Spanish Language and Culture 1,0.691727272421471
97202,Japanese Language and Culture 2,97502,Spanish Language and Culture 2,0.691727272421471
97102,Chinese Language and Culture 2,97601,German Language and Culture 1,0.6915831120988537
97803,Italian Language and Culture 3,97505,Spanish Language and Culture 5,0.690140362998415
97103,Chinese Language and Culture 3,97505,Spanish Language and Culture 5,0.6899146727216771
97105,Chinese Language and Culture 5,97601,German Language and Culture 1,0.689799826839172
97102,Chinese Language and Culture 2,97505,Spanish Language and Culture 5,0.6881452168328501
97103,Chinese Language and Culture 3,97506,Spanish Language and Culture 6,0.6880536740784037
97104,Chinese Language and Culture 4,97601,German Language and Culture 1,0.687698946159088
97102,Chinese Language and Culture 2,97506,Spanish Language and Culture 6,0.686288991178381
97101,Chinese Language and Culture 1,97201,Japanese Language and Culture 1,0.6859414572177143
97601,German Language and Culture 1,97802,Italian Language and Culture 2,0.6856300784118675
97106,Chinese Language and Culture 6,97601,German Language and Culture 1,0.685567251344084
97406,French Language and Culture 6,97202,Japanese Language and Culture 2,0.685339378282776
97404,French Language and Culture 4,97504,Spanish Language and Culture 4,0.6852970467010513
97113,Chinese Culture and Heritage,97101,Chinese Language and Culture 1,0.684497552552103
97802,Italian Language and Culture 2,97505,Spanish Language and Culture 5,0.6843157918607337
97103,Chinese Language and Culture 3,97601,German Language and Culture 1,0.6841718483403877
97405,French Language and Culture 5,97202,Japanese Language and Culture 2,0.6840383143872574
97405,French Language and Culture 5,97205,Japanese Language and Culture 5,0.6838640108304109
97406,French Language and Culture 6,97204,Japanese Language and Culture 4,0.6836510912558121
97404,French Language and Culture 4,97503,Spanish Language and Culture 3,0.6829192487365806
97801,Italian Language and Culture 1,97201,Japanese Language and Culture 1,0.682750805937663
97802,Italian Language and Culture 2,97506,Spanish Language and Culture 6,0.6824698958237649
97404,French Language and Culture 4,97205,Japanese Language and Culture 5,0.682468191945793
97405,French Language and Culture 5,97204,Japanese Language and Culture 4,0.6823532324428631
97803,Italian Language and Culture 3,97506,Spanish Language and Culture 6,0.6820056877872964
97806,Italian Popular Culture,97805,Italy and Migration,0.6816718749959597
97105,Chinese Language and Culture 5,97206,Japanese Language and Culture 6,0.680617270140521
97403,French Language and Culture 3,97205,Japanese Language and Culture 5,0.6805817899519985
97401,French Language and Culture 1,97205,Japanese Language and Culture 5,0.6805817899519985
97601,German Language and Culture 1,97804,Italian Language and Culture 4,0.6793799095745764
97405,French Language and Culture 5,97504,Spanish Language and Culture 4,0.6790530410520683
97409,Francophone Cultures of Consumption,97201,Japanese Language and Culture 1,0.6787671444192681
97104,Chinese Language and Culture 4,97206,Japanese Language and Culture 6,0.6785443562055883
97403,French Language and Culture 3,97504,Spanish Language and Culture 4,0.6777600674709156
97604,German Language and Culture 4,97608,German Popular Music,0.676791518740435
97601,German Language and Culture 1,97803,Italian Language and Culture 3,0.6764467815693123
